komentar,sentimen
"Hati2 sebelum download gojek, banyak korban saldo gopay terblokir dan gak bisa diurus, hanya disuruh nunggu2 tapi nggak ada solusinya... Korbannya sdh banyak, nominalnya juga ada yg banyak.. Mohon pihak gopay bertanggungjawab, demi kemajuan gojek.. Makin banyak kasus serupa, makin banyak yg kecewa, ...Ulasan LengkapHati2 sebelum download gojek, banyak korban saldo gopay terblokir dan gak bisa diurus, hanya disuruh nunggu2 tapi nggak ada solusinya... Korbannya sdh banyak, nominalnya juga ada yg banyak.. Mohon pihak gopay bertanggungjawab, demi kemajuan gojek.. Makin banyak kasus serupa, makin banyak yg kecewa, makin banyak yg boycot, GOJEK bisa jadi tinggal nama..",negatif
"Hati-hati jika anda memesan makanan, periksa kembali jumlah makanan yg anda pesan. sudah lebih 2 kali sy mengalami, pesanan makanan tidak lengkap dan membuat laporan pun bukan solusi.",negatif
"Hbis aku update tpi malah kok gak bisa pesan sih sdh nentuin alamat tujuan dan alamat jemput tapi gak keluar harga nya cmn berhenti di map saja, pdhl mau di gunain darurat malah gak bisa sekira nya di perbaiki????",negatif
Hei pak Tolong tindaklanjuti Kenapa saya lupa pin tidak bisa dibah Berulang kali mengirim otp tidak ada yang masuk Bagaimana solusinya,negatif
"helehh curang banget, gw ketipu. gw kan ngisi saldo gopay untuk pertama kali lewat bca oneclik di program promo dapat cashback 8000,,,, kenapa sesudah di isi malah promo potongan 50% halodoc yg di dapat ?!",negatif
"Heran... terheran-heran saya, aplikasi ini di caci tp di HP kalian terinstal dan dipakai keperluan sehari-hari. Kalo saya pribadi maaf, saya ""no"" lebih baik gunakan aplikasi sebelah.",negatif
"Hiiii gopay, permintaan perubahan data dari SIM ke eKTP dari tgl 26 MEI 2020 dan semua data yg do minta sudah di kirim, tetapi hingga detik ini cuma di suruh menunggu.Mohon informasi nomer tiket 31622726 dan 31623916 apakah sudah di proses dan di setujui?  Mohon di bantu karena untuk pencairan insen...Ulasan LengkapHiiii gopay, permintaan perubahan data dari SIM ke eKTP dari tgl 26 MEI 2020 dan semua data yg do minta sudah di kirim, tetapi hingga detik ini cuma di suruh menunggu.Mohon informasi nomer tiket 31622726 dan 31623916 apakah sudah di proses dan di setujui?  Mohon di bantu karena untuk pencairan insentif Prakerja. Atas bantuan dan kerjasamanya saya ucapkan terima kasih.",negatif
"History my location terlalu banyak & gk bisa dihapus sampe salah order, lucu jg kalo harus teliti milih satu2, niatnya mau praktis malah buang2 waktu",negatif
"Huhhhh gausah pakek pasang pin pin segala napa?? Bikin susah aja mau order gakbisa bisa harus pasang pin, kalo nomere yang kedaftar digojek udah hangus gimana aelah, tolong dipermudah kalo bukak aplikasi tinggal order sesuai keinginan langsung gausa makek pasang pin segala ribet huhu",negatif
"Ih mahal banget ongkos nya, beda jauh sama yg sebelah, coba ke tempat tujuan yang sama pake yg ini dan itu, jauh banget haga nya lebih murah yg itu, jadi males pake yg ini lagi, jalan nya juga sengaja banget nyari rute yg jauh ??",negatif
Ini aku punya voucher cashback kok gabisa dipakai padahal udah ke top up agak kecewa sihh,negatif
"ini aplikasi tolol bgt force close terus, lagi ngetik keluar, mau nya apa si ni aplikasi, padahal udh di update sblm nya, kenapa masih bgini sih. pake grab aja dah klo gini caranya, UNINSTAL APLIKASINYA KLO BGINI TERUS, GOJEK SEMAKIN NYUNGSEP DI DEPAN!!",negatif
"Ini bagaimana, saya kemarin jual emas di goinevstasi tapi ko saya ga nerima hasil dari penjualannya ,, wahh kacau ni gopay Saya minta saldo hasil penjualan emas saya kembali mohon respon",negatif
"ini gimana sih? saya ganti hp mau masuk lagi malah gabisa malah ""email mu sudah terdaftar"" trus cuma cra itu doang gaada cara lain tolong ya!",negatif
"Ini gimana ya ,padahal udah masuk ke aplikasi gojek tapi buat pesen goride, gocar ,kog gabisa",negatif
"Ini gmana sihhh drivernya masa dibatalin gara gara Anter jauhh,gak bawa uang,gara gara antri panjang saya pesen go shop ya karna itu saya tidak mau desak desaakan saya pesan dan dapet driver yang sama kan jadi membuat saya kesal GK lama akun di bekukan maksudnya apaaa? Udah lah uinstal aja pindah ke...Ulasan LengkapIni gmana sihhh drivernya masa dibatalin gara gara Anter jauhh,gak bawa uang,gara gara antri panjang saya pesen go shop ya karna itu saya tidak mau desak desaakan saya pesan dan dapet driver yang sama kan jadi membuat saya kesal GK lama akun di bekukan maksudnya apaaa? Udah lah uinstal aja pindah ke aplikasi sebelah kalo misalnya gini gini terus yang salah drivernya malah akun saya yang di bekukan",negatif
"Ini GOJEK knp ya. Saya pesan GOCAR, yg dateng malah BLUE BIRD sih, udah gitu seragam supir BLUE BIRD nya BAU. Saya jadi kecewa pesan gocar 3x yg dateng BLUE BIRD",negatif
"Ini gopay gi mana sih...saya transfer uang, mulanya lancar2 aja tapi sekarang kok transfer uang...saldo ke potong dan uang ga ada masuk. Buat aduan ke email ga di tanggapi.....hadehhhh tobat gua ga akan pake aplikasi ini lh",negatif
"Ini kenapa udah isi saldo gopay melewati m banking tapi di pesan gopaynya ada keterangan masuk saldo nya,cuman di tampilan beranda koo saldo nya masih tetep kosong ya ga nambah, tolong solusinya ini,saya sangat kecewa banget sampe ngisi 2 kali???? Tolong ya tanggapannya,ini sangat menyebalkan sekali...Ulasan LengkapIni kenapa udah isi saldo gopay melewati m banking tapi di pesan gopaynya ada keterangan masuk saldo nya,cuman di tampilan beranda koo saldo nya masih tetep kosong ya ga nambah, tolong solusinya ini,saya sangat kecewa banget sampe ngisi 2 kali???? Tolong ya tanggapannya,ini sangat menyebalkan sekali....????????????????????????????",negatif
"Ini kenapa ya layanan go-pulsa setiap mau transaksi pasti nge-hang? Saya harus berulang2 hapus dan instal lagi supaya layanan nya bisa bekerja,tolong segera diperbaiki masalah Bug ini.",negatif
"Ini kenapasih, saya mau pake app nya tp ga bisa log in, cuman muteerrrr2 aja tu loadingnya. Setelah diupdate malah jd ga bisa masuk, udah install ulang berkali kali masih aja begitu, tolong dibenerin ya ",negatif
"Ini knp koq paylatter ku koQ di Blokir,,,, apa salah dan Dosa ku,,,,, Tolong jelaskan,,,,,, Piye to,iki,,,,",negatif
"Ini knp saya gabisa order gojek, sama gabisa narik saldo saya. Aplikasi macam apa ini",negatif
"Ini knpa transfer saya belum juga masuk min Padahal udah 2 •À?24 jam,mohon bantuan nya Costumer servis sampai skrg belum ada solusi, Kalau masuk nanti nya saya akan menambahkan bintang nya",negatif
Ini kok aplikasinya ngak kaya dulu bisa transfer uang lewat bank..mohon kembalikan aplikasi seperti dulu,negatif
Ini saya mintolong kenapa saya pake gopay gk bisa bayar parkir tolong di perbaiki sistemnya gopaynya terimakasih,negatif
"Insentif prakerja selalu telat kalah sama e wallet yang lain, tolong insentif tanggal 8 September untuk segera di cairkan, terimakasih",negatif
Isi gopay kok gag masuk .. Gag masuk akal sekali Padahal sudah sukses pemberitahuan nya . Lalu saldo saya lari kemana ? Aplikasi korupsi !!!!,negatif
"Isi gopay mau ngegofood ternyata gajadi,pas mau di tarik lg uang nya harus upgrade ke goplus kenapa yah setiap mau foto ktp aja susah bener,padahal sebelum pijit foto ktp tuh udah jelas banget pas jadi burem sampe berapa puluh kali hasil nya tuh burem,perbaiki dong aplikasi nya kesel saya mau di hap...Ulasan LengkapIsi gopay mau ngegofood ternyata gajadi,pas mau di tarik lg uang nya harus upgrade ke goplus kenapa yah setiap mau foto ktp aja susah bener,padahal sebelum pijit foto ktp tuh udah jelas banget pas jadi burem sampe berapa puluh kali hasil nya tuh burem,perbaiki dong aplikasi nya kesel saya mau di hapus aja gojek kalo ribet gini.",negatif
"Isi gopay, terus pesan goshop, driver susah didapatkan eh malah akun kita yg bermasalah infonya, auto hapus aplikasi boss.. kali ini kecewa dengan gojek. Sorry",negatif
Isi pulsa kartu 3. Untuk 2 nomer gak masuk pulsanya gopaynya di potong masing masing 25rb.  ogah lg isi pulsa 3 pake gopay.,negatif
"Isi saldo GOPAY via M Banking kaga masuk2. Begitu dikomplain email, malah katanya pulsanya balik. Haloooo, gw isi dr m banking napa tiba2 jd pulsa. Kek nya emang banyak yg gini. Tinggal dikalikan ajaaa, saldo yg kaga bisa balik. KECEWA",negatif
"Jadi ga enak udh ngecewain 3 driver cuma gara"" ga bisa cancel. Kacau parah. Udh telp call center 2kali tetep ga bisa cancel sampai unninstal trs pasang lagi karna ditelpon driver. Kacauu.",negatif
"Jadi ragu TOP UP di GOPAY Tiba-tiba tanpa pemberitahuan dan saya yang gunain saldo. Saldonya hilang entah kemana, Buruk pelayanan GOPAY!... Merugikan konsumen tanpa ada persetujuan dan amat sangat menyusahkan.",negatif
"Jadi tambah ribet sekarang,gofood aja ribet pake konfir dulu lama lagi...tambah mahal skrang gofood jdi banyak biaya tambahan......unistal aja lah.....",negatif
Jangan apa yg pake apk ini krn apk ini pemakan uang sialan potongan ke para driver sangat sangat besar tarif 50 ribu bersi yg di terimah driver hanya 37500 di selisihnya di makan apk ini Apk melebih penjajahan dan perbudakan,negatif
Jangan mau tarik tunai tanpa kartu melalui ATM BCA ... Yang ada uang kalian di potong tapi GK di proses proses kode nya GK di kirim kirim.aplikasi tolol emang ini,negatif
"Jangan pakai•À? ktp lah kalo belum punya ktp gimna mau bisa login,sangat kcewa dengan update terbaru",negatif
"Jangan pernah download aplikasi ini, tidak aman. Dompet gopay saya diblokir tiba"". Sudah lebih dari 10 saya kirim reeport tidak ditanggapi. Sudah saya telpon vs nya malah dimatiin. Mending pake yang lain. Jangan pernah download ni aplikasi. Kecewa banget saya",negatif
"Jangan smena mena sama mitramu jek, kemarin daftar akun joki belum ada notif lolos/tidak,saya joki car jek pekerjaan utama saya ,saya belain ngalong jarang pulang kadang 3/4hari sekali baru pulang, la ini tapi data saya ada di goride dulu mutasi gak bisa la ini ikut akun joki malah belum ada kabar,s...Ulasan LengkapJangan smena mena sama mitramu jek, kemarin daftar akun joki belum ada notif lolos/tidak,saya joki car jek pekerjaan utama saya ,saya belain ngalong jarang pulang kadang 3/4hari sekali baru pulang, la ini tapi data saya ada di goride dulu mutasi gak bisa la ini ikut akun joki malah belum ada kabar,saya beli mobil juga dari goride dulu jual motor saya buat dp. Gmna solusinya jek, mitramu butuh ini jangan perlakukan kami begini kita juga sama"" bekerja, smoga ada solusi jek #pjuangdapur#GOCARKEDIRI",negatif
"Jangan widraw pakai gopay,,,dari tanggal 13 sampai sekarang belum diselesaikan,,padahal nominal kecil,,,apa lagi nominal besar,,tulisannya lagi proses truss sampai saat ini,,,jangan pkai gopay",negatif
jaringan pelayanan kurang luas. jangan pilih•À? kota. hadirkan go nasional,negatif
jelek ... klo transfer suka pending dan memakan waktu berhari hari payah....pokoknya jelek jelek dan jelek.,negatif
Jelek banget pelayananya.....masak saya pakai paylater....satu minggu baru..sudah ditagih..katanya.pemakain anda sudah satu bulan.....,negatif
jelek bgt aplikasi nya mau masuk gak bisa dah nunggu hampir 2 jam katanya terlalu banyak permintaan. sumpah jelek. tingkatin dong pelayananannya! dah hampir 2 jam nih nunggu,negatif
"Jelek bgt asli. Buat yg mau nyairin insentif prakerja sangat sangat sangat sangat tidak di rekomendasikan. Uangnya g bisa di cairin dengan alasan ""lagi di proses"" padahal udh gopay plus. Tlpn CS udh 2x cmn di suruh tunggu tunggu aja. Ga ada solusi. Jelek. Banget.",negatif
"Jelek sekali pelayananya... satu kali dua kali isi gopay lancar ,, yang ke tiga kali isi gopay dari tanggal 02/07/20 blum masuk juga. Padahal metode top up gopay nya sama seperti yang sebelum nya.. padahal itu uang buat bayar gopay later, sampai sekarang blum masuk juga jadi kena denda keterlambatan...Ulasan LengkapJelek sekali pelayananya... satu kali dua kali isi gopay lancar ,, yang ke tiga kali isi gopay dari tanggal 02/07/20 blum masuk juga. Padahal metode top up gopay nya sama seperti yang sebelum nya.. padahal itu uang buat bayar gopay later, sampai sekarang blum masuk juga jadi kena denda keterlambatan...????",negatif
"Jelek! Google Maps dari aplikasi gojek salah, alamat rumahku yg betul di sebelah kiri bukan loncat di sebelah kanan! Tolong di perbaiki maps di aplikasi biar driver gak bingung! Terimakasih!",negatif
"Jelek. Aplikasi rewel. Mau login aja ga bisa dg alasan ""Too many attemps"" / terlalu banyak percobaan login. Padahal ga peduli seberapa banyaknya login, kalau itu saya yg login gak masalah dong. Apalagi ada OTP, dan saya punya aksesnya. Kalau begitu untuk apa ada OTP? OTP gunanya untuk mengautentikas...Ulasan LengkapJelek. Aplikasi rewel. Mau login aja ga bisa dg alasan ""Too many attemps"" / terlalu banyak percobaan login. Padahal ga peduli seberapa banyaknya login, kalau itu saya yg login gak masalah dong. Apalagi ada OTP, dan saya punya aksesnya. Kalau begitu untuk apa ada OTP? OTP gunanya untuk mengautentikasi, lah ini mau login aja udh dilarang duluan. Gimana mau autentikasi? Jelek bgt.",negatif
"Jgan percaya potongan cashback pembayaran paylater , omong kosong, saya sampai saat ini belum menerima cashback yg dijanjikan.",negatif
"Jgn di diskriminasi drivernya saya sebagai istri kasian melihat suami saya yg mata pencariannya dari gojek banyak x cengkuneknya. Yg sistem pemerataan la,yg insetif nya ditidaakan la. Mau makan apa lama2 kami,untuk biaya sekolah jd terhambat, cicilan uang motor pun jd tertunggak. tolong kembalikan i...Ulasan LengkapJgn di diskriminasi drivernya saya sebagai istri kasian melihat suami saya yg mata pencariannya dari gojek banyak x cengkuneknya. Yg sistem pemerataan la,yg insetif nya ditidaakan la. Mau makan apa lama2 kami,untuk biaya sekolah jd terhambat, cicilan uang motor pun jd tertunggak. tolong kembalikan insentif driver gara2 ini berkurang pendapatan suami qu. Dr pagi gerak sampai tengah malam baru pulang. Kalah perusahan x an buat. Mitra tp diperas betul. Tolong disejahterakan driver kasian",negatif
Jika memang foto id tidak jelas tolong di tolak saja biar bisa di bikin ulang. Jangan membuat orang menunggu untuk proses upgrade gopay plus yang terlalu lama,negatif
"Jika suka login dan logout sesama anggota keluarga sendiri saja devicenya di blokir,jadi hrs ganti hp....kebijakan yg sangat merugikan.Seharusnya antar anggota keluarga sendiri diperbolehkan,hp dijual juga orang lain tidak bisa gunakan gojek.Lama lama juga musnah.....terbukti sdh ada PHK saat pandem...Ulasan LengkapJika suka login dan logout sesama anggota keluarga sendiri saja devicenya di blokir,jadi hrs ganti hp....kebijakan yg sangat merugikan.Seharusnya antar anggota keluarga sendiri diperbolehkan,hp dijual juga orang lain tidak bisa gunakan gojek.Lama lama juga musnah.....terbukti sdh ada PHK saat pandemi",negatif
Jujur aja ribet. Ditambah lagi masa mau daftar bank hanya tersedia BCA harus m-banking lagi hadehhh,negatif
"Jujur baru kali ini mengalami, padahal gak melakukan apa-apa Tiba-tiba Gopayku di blok, katanya ada transaksi yg tidak wajar, padahal gak melakukan transaksi apapun. Terakhir transaksi saja Maret lalu eh sekarang malah di blok Niatnya tadi mau tak isi saldo gopaynya ternyata gak bisa Gak jelas bange...Ulasan LengkapJujur baru kali ini mengalami, padahal gak melakukan apa-apa Tiba-tiba Gopayku di blok, katanya ada transaksi yg tidak wajar, padahal gak melakukan transaksi apapun. Terakhir transaksi saja Maret lalu eh sekarang malah di blok Niatnya tadi mau tak isi saldo gopaynya ternyata gak bisa Gak jelas banget ini Gojek",negatif
"Jujur lebih suka gojek versi sebelum update, dikarenakan, tolong dicatat/tolong dirapatkan 1. Untuk kapasitas juga tolong diperhatikan, inget ini banyak yang menggunakan apk zoom, g meet dkk takutnya mahasiswa,murid, siswa/siswi sma / smk / dll kepenuhan penyimpanan, dan tolong diturunin lagi dan li...Ulasan LengkapJujur lebih suka gojek versi sebelum update, dikarenakan, tolong dicatat/tolong dirapatkan 1. Untuk kapasitas juga tolong diperhatikan, inget ini banyak yang menggunakan apk zoom, g meet dkk takutnya mahasiswa,murid, siswa/siswi sma / smk / dll kepenuhan penyimpanan, dan tolong diturunin lagi dan lihat situasi sekarang online 2. Bug/freez dll 3. Banyak yang mengeluhkan terutama mahasiswa/mahasiswi/murid sekolah, terutama untuk gedenya file gojek (yang kudengarkan disekitar dan juga berita)",negatif
"KAGA JELAS, SAYA MINTA PENGEMBALIAN DANA MANA GA DI PROSES PROSES UDAH NGISI DATA, UDAH EMAIL BERAPA KALI YANG TERALHIR EMAIL GA DI BALES! GUA KENA TIPU GA BISA DI BANTU",negatif
Kak kenapa ya akun saya kok keblokir mau saya aktifkan kembali saya konfirmasi email kok ngk di bales ya tolong dong di respon email saya..mohon kak akun saya di aktifkan kembali agar bisa transaksi lagi,negatif
"Kak saya lupa sandi bukan Pin nya yaa,, tapi kok gak bisa dipulihkan yaa",negatif
Kalau komplenan saya ga di respon dan ga da penjelasan / penyelesaian saya hapus ini aplikasi..,negatif
"Kamaren sebelum ada pembaruan pay later bisa, skrng habis pembaruan malah gabisa di akses? Gimana sih!!",negatif
Kamera GoPay'nya gelapppppp banget kalo foto di bawah sinar lampu dan gak bisa di fokusin!! Gimana mau foto ktp coba kalo gak fokus2. Tolong di upgrade lagi kameranya! Fucek,negatif
Kami driver yang hanya di kasih 2 orderan per hari penghasilan kami lebih hina dari pelacur ...karna tidak ada yang bisa di bawa pulang untuk nafkah,negatif
"Kampret banget ini aplikasi,ane udah isi saldo gopay 100 buat bayar pay later,ehh malah muncul notip,ada pemakaian yang tida biasa,setelah mengajukan laporan,masih tida ada gubrisan dari pihak gojek,tolong yah,kalo mau melipat gandakan bunga,jangan seperti ini caranya,dan untuk kawan kawan kalo mau ...Ulasan LengkapKampret banget ini aplikasi,ane udah isi saldo gopay 100 buat bayar pay later,ehh malah muncul notip,ada pemakaian yang tida biasa,setelah mengajukan laporan,masih tida ada gubrisan dari pihak gojek,tolong yah,kalo mau melipat gandakan bunga,jangan seperti ini caranya,dan untuk kawan kawan kalo mau pake pay later mending gausah deh,takut kejadian kaya gue,udah sebulan gue di giniin gojek,di diemin malah keenakan nih gojek nagih nagih tiap hari,kampret banget,tiap hari utang gue nambah 2000.",negatif
"Karena pesanan jauh aja driver pada nolak, ini aplikasi buat mudahin orang apa gimana sih? Mohon penjelasan nyaa! Saya udah 3 kali driver yang harua nya dah sampe selama 1 jam jadi ga sampe sampe gara gara ngurusin chattan nya driver yang gonta ganti",negatif
"Karya anak bangsa emg meragukan semua, foto saja flash kamera tidak bisa di atur, hasil hasil foto cuma berkas cahaya. Belum lagi yg lain2. ,",negatif
"Kasian para driver/mitra, orderan'y titak merata, ada yg on dari subuh sampai larut malam cuma di kasi 1 orderan.",negatif
Kasih 1 dulu ya. Seharian online ga dikasih 1 pun. Gimana mau bayar kontrakan. Mana yg punya kontrakan ga mau ngerti klo lagi susah. Tolong dong biar gacor buat makan anak istri. Udah keliling dari Lebak bulus sampai Bekasi ga di kasih 1 pun juga,negatif
"Kasih rating 1 dulu, gimana untuk pelayanan e wallet kita buat aplikasi prakerja kok dompet malah ke blokir",negatif
"Kasihan driver ,terlalu banyak peraturan yg ko buat Gojek, bonus di hilangkan untuk mereka, kami pesan ada tambahan juga, contoh kecil, kami bayar 10 ribu untuk pesan go food, ke driver hanya trims 8 ribu, blom lagi ke resto ,yg katanya di potong sekian persen per total belanja kami, seharusnya Goje...Ulasan LengkapKasihan driver ,terlalu banyak peraturan yg ko buat Gojek, bonus di hilangkan untuk mereka, kami pesan ada tambahan juga, contoh kecil, kami bayar 10 ribu untuk pesan go food, ke driver hanya trims 8 ribu, blom lagi ke resto ,yg katanya di potong sekian persen per total belanja kami, seharusnya Gojek masih bisa kasih bonus ke driver,,",negatif
"Kasihan sama mitra driver gojek kerja keras tanpa ada bonus yg ada berkat, tapi dengan sistem nya kau perlakukan kedzaliman . Yg anyeb ga sampai Terget berkat yg gacor melebihi target berkat . Berkat yg seberapa saja masih saja di permainkan . Gojek ohhhh gojek tidak berprikemanusiaan.",negatif
Katannya kalau isi voucher game di codapay 50 ribu dapet cash back 50% dari 31 - 6 september 2020.tapi mana cash backnya.nipu yg pinter dong.,negatif
"Katanya aman,jaminan saldo kembali.pesanan gak sampai akan dikembalikan.pas mau klaim gak bisa.yg bisa kalau hp hilang,atau terlogout.saya top up akun,eh sudah 24 jam saldo belum masuk"".top up lewat atm bank btn.aplikasi ini gak sudah makin gak jelas.aplikasi sampah.450rb lumayan bagi saya.ditunggui...Ulasan LengkapKatanya aman,jaminan saldo kembali.pesanan gak sampai akan dikembalikan.pas mau klaim gak bisa.yg bisa kalau hp hilang,atau terlogout.saya top up akun,eh sudah 24 jam saldo belum masuk"".top up lewat atm bank btn.aplikasi ini gak sudah makin gak jelas.aplikasi sampah.450rb lumayan bagi saya.ditungguin gak nyampe"" juga.padahal pengiriman sukses.saya ada bukti transfer.kalau bisa beritahu cara kirimnya dimana.biar pihak gopay bisa lihat. #Aplikasisampah??????????",negatif
"Katanya aplikasi karya anak bangsa, padahal kan saya udah daftar kartu prakerja saya dan saya kaitkan dananya ke gopaynya pas saya mah beli saldonya otomatis ZONK , PARAH sih nih duit saldo saya bisa hangus gitu di kemanain tuh saldo sayanya ?",negatif
"Katanya harus di update dengan versi baru, udah di update dengan versi baru ujungnya nggak bisa di instal",negatif
"Katanya layanan goride jakarta + sekitarnya udah bisa, tapi tiap mau order malah dialihin ke gocar, padahal driver motornya juga udah banyak yang lalu lalang, saya liat orang lain malah udah bisa naik goride, ni gimana sih ??",negatif
Kebanyakan custemer gojek itu belagak goblok. Padahal mau ngibulin para driver. Cok anjing kalian ,negatif
"Kebanyakan drama, ngantar barang jatoh trus barang rusak pihak perusahaan ga mau ganti... Yg ada cuma berkelit dan tidak mengakui kesalahan driver nya",negatif
"kebanyakan fitur ini itu jdi berat. lebih enak dlu simple, ringan. klo terus2an minta upgrade, jdi makin berat terpaksa uninstall",negatif
"Kebiasaan pt gojek ini ongkos naek naek terus saya lama"" udah males make gojek ini udah kecewa, saya tanya driver emg lagi ada event tgl 17 , 20 ,21 agustus ini, tapi ini peraturan macam apa dia yg buat customer yg kena kenaikan nya , ongkosan naik naik terus auto ganti aplikasi laen saya, gmna gk n...Ulasan LengkapKebiasaan pt gojek ini ongkos naek naek terus saya lama"" udah males make gojek ini udah kecewa, saya tanya driver emg lagi ada event tgl 17 , 20 ,21 agustus ini, tapi ini peraturan macam apa dia yg buat customer yg kena kenaikan nya , ongkosan naik naik terus auto ganti aplikasi laen saya, gmna gk nambah sepi klo peraturan nya aja begini udah lagi keadaan susah ongkosan naik terus terutama goride tuh 2 kali lipat harga nya dari apk sebelah",negatif
"KecewA . Pesan go food tetapi chat sama driver nya gabisa. Harus tlfn langsung ke no layanan, kalau mau nambah pesanan atau merubah ya tidak bisa.",negatif
Kecewa ... Bulan kemarin upgrade gopay paylater sudah berhasil .. Tapi pas mau pakai tidak bisa karena metode pembayaran paylater tidak muncul.. Sekarang malah di block .. Katanya suruh update aplikasi . Sesudah update tetap jg di block .. Bagai mana sih ini ??,negatif
"Kecewa aku sama gopay.. Akun gopay aku buat insentif prakerja malah diblokir.. Padahal mau pas tanggal pencairan .. Mohon pihak jojek lebih peka.. Ini pada krisis uang prakerja itu sangat berguna bagi warga seperti saya,,",negatif
Kecewa banget ko ongkir makanan sekarang jadi 10rb walau pun beli nya di sekitar sini biasa nya 4.6rb haduh lama lama gak pake gojek lagi ini,negatif
Kecewa banget pokonya. Saya beli kuota saldo gopay suudah terpotong tapi status pembelian kuota tidak berhasil. Saya sudah tekan bantuan tetap tidak ada respon,negatif
Kecewa banget sama gojek. Saya sambungkan prakerja saya ke gopay terus udah jadwal insentif saya di cairkan malah gopay saya di blokir udah gitu saya hubungi cs nya malah nggak membuahkan hasil. Insentif saya hangus gitu aja padahal baru insentif pertama. Ya allah nyesek banget ??,negatif
"Kecewa banget, banget, banget. Uang saya lebih dari 1,8jt ga masuk ke saldo gopay saya. Sedih, itu hasil dari jualan online aku, gaada solusi, data semua sudah dikirim dengan jelas, mulai dari bukti transfer rekening, identitas pengirim & pembeli dll, kecewa banget ??",negatif
"Kecewa berat sama Go-Jek, pengin install lagi tapi ribet banget... tidak ada pilihan log in dengan email atau lainnya, log in harus pakai nomer hp. No Hp dulu sudah gak aktif. Syarat mau aktifin akun juga ribet banget,.. Payah banget lah, gimana mau customer puas... Ya udah, saya akan tinggalkan Goj...Ulasan LengkapKecewa berat sama Go-Jek, pengin install lagi tapi ribet banget... tidak ada pilihan log in dengan email atau lainnya, log in harus pakai nomer hp. No Hp dulu sudah gak aktif. Syarat mau aktifin akun juga ribet banget,.. Payah banget lah, gimana mau customer puas... Ya udah, saya akan tinggalkan Gojek dan akan pakai terus GRAB saja.. Terima kasih sudah membuat pelanggan kecewa..",negatif
"Kecewa dengan gojek masa tarik tunai dalam proses trs,sdh uang pas pasan lgi,jgn publikasi aplikasi klo blm siap.. Sy sdh beberapa kali dpt pesan wahba sdh bis memakai payletter,tpi setelah sy buka ka kok harus update padahal aplikasi sdh yg terbaru,sy sdh email tpi sampai skrng blm ada blsan,klo me...Ulasan LengkapKecewa dengan gojek masa tarik tunai dalam proses trs,sdh uang pas pasan lgi,jgn publikasi aplikasi klo blm siap.. Sy sdh beberapa kali dpt pesan wahba sdh bis memakai payletter,tpi setelah sy buka ka kok harus update padahal aplikasi sdh yg terbaru,sy sdh email tpi sampai skrng blm ada blsan,klo memng tdk bisa jgn kirimkan pesan bahwa bisa...",negatif
Kecewa dengan gojek pengen merubah ganti no telepon susah ribet banget padahal cuma buat sambungin nomor di prakerja !!!! Udah email dan Tlp cs nya 2x sampe pulsa 20rb abis sampe skrg engga ada perubahan !!!!,negatif
Kecewa karena ada fee 2 rb untuk pemesanan gofood dibawah 35 ribu. Mungkin akan mengurangi untuk pemesanan di gofood. Menurut saya fee tersebut tdk masuk akal. Terimakasih.,negatif
"Kecewa khususnya untuk pembelian paket data, padahal gagal beli paket data nya tapi saldo gopay malah terpotong, sudah dm via sosmed ga ada tanggapan sama sekali, pelayanan sangat lelet atau malah tidak dilayani sama sekali. Kayanya tidak akan lagi menggunakan pembayaran via gopay lagi, terimakasih",negatif
kecewa parah akun gopay saya di blokir padahal saya tidak pernah melakukan transaksi yang mencurigakan padahal baru mau transfer malah gx bisa dah lah males auto uninstall,negatif
Kecewa sama gojek..akun saya terblokir sudah di email dan tlpon cs nya tp sampai srkarang masih terblokir...harusnya ada dana masuk dr prakerja..tp gara gara terblokir jadi gagal...sudah gitu terblokirny akun pas waktu mau ada dana masuk..namanya ini ngerjain orang..makasih deh gojek..kapok gw pake ...Ulasan LengkapKecewa sama gojek..akun saya terblokir sudah di email dan tlpon cs nya tp sampai srkarang masih terblokir...harusnya ada dana masuk dr prakerja..tp gara gara terblokir jadi gagal...sudah gitu terblokirny akun pas waktu mau ada dana masuk..namanya ini ngerjain orang..makasih deh gojek..kapok gw pake gojek,negatif
Kecewa saya.setiap mau tarik gopay selalu g bisa. Pertama server padat mrayap lah. Kedua ad yg mencurigakan. Emg yg mncurigakan tu apa? Org akun sendiri masa mencurgakan. Tolong di perbaiki lagi dnk,negatif
"Kecewa setelah upgrade gopay plus nya kok malah terboklir, sudah email cs nya sudah telp cs nya gak ada hasil. Balasan email nya itu2 aja kalimatnya.",negatif
"Kecewa sih aku karna seriap aku mau daftar ke akun gojeknya tu aku harus tunggu kode otp nya dan itu gak muncul"" Sampek aku ulang"" Tetep aja gak bisa sampek aku telfon juga gak bisa",negatif
