komentar,tfidf_positif,tfidf_negatif,sentimen
"Please dong semua driver yang saya dapat gk ada yang bisa top up gopay, padahal top up gopay lewat driver itu cara yang paling mudah, sangat mudah malahan, tapi akhir akhir ini saya tidak nemu driver yang bisa nerima pesanan plus top up gopay. Jadi saya sangat kecewa, karena kurang nya kemudahan akh...Ulasan LengkapPlease dong semua driver yang saya dapat gk ada yang bisa top up gopay, padahal top up gopay lewat driver itu cara yang paling mudah, sangat mudah malahan, tapi akhir akhir ini saya tidak nemu driver yang bisa nerima pesanan plus top up gopay. Jadi saya sangat kecewa, karena kurang nya kemudahan akhir akhir ini.",8847.9894748066,9636.4877402388,negatif
"Ada driver ngutruk (ngomong marah) hanya karna saya pakai voucher go-drive, sayakan pengguna baru gojek, lah saya dapet voucher untuk di gunakan. Eh malah kena marah, yaudah deh saya balik lagi ke grab. Lebih murah #anakpelajar",743.2255749098,651.1929920815,negatif
"Orderannya kayaknya dibatasi yah jek, saya selaku mitra sangat kecewa. Semakin terkenal promo sedikit tidak seperti kompetitor sebelah, bagaimana mau banyak pelanggan pakai gojek !!!! Dan kayaknya orderan itu sudah dihitung yah, narik pagi dapat 5, siang - sore 5, malam 2. HAHAHA kesel rasanya",1113.2530797355,1233.4893957808,negatif
"Untuk pengguna awal, pelayanan yang diberikan driver sangatlah buruk bahkan membuat kesal, dan ketika order sering ditolak dengan alasan yg gk jelas!!!!! Kalo gk mau ngojek Bubar bubar",492.0093328517,644.6753660062,negatif
"Ini gmn sih, masa mau set lokasi tujuan, tulisannyq lokasi tidak ketemu mulu. Bahkan udah dicari lewat peta, dan udh di paskan lokasinya, tetep aja tulisannya lokasi tidak ketemu. Padahal pake aplikasi sebelah bisa",388.5628917713,589.5819511753,negatif
"ilangkan vocer = sudah siap ilang pelanggan mbah gojek, kasian lah ma anak kos",228.8579883017,404.6553924394,negatif
"Buruk masak iya akun saya gk bisa di pakek buat order aplikasi,gak bisa gunain gopulsa,udah ngelapor ke layanan pelangan belum di tindak lanjutin,kalau d as masala kasih pemberitauan la,jangan gini gk ada solusi",637.8796100052,812.1485646962,negatif
"Gak pernah pake pay later.. tapi tiba tiba ada notifikasi tagihan sebesar 21500, dan sudah berbunga menjadi 60 ribu lebih.. anehhh, harus bayar yg gak pernah saya pinjam",203.8251022743,639.1557744948,negatif
"Kenapa saya isi paket data/pulsa tapi belum terisi-isi/blm sampai udh sehari, dn pembayaran saldo paylater saya ke ambil, tolong perbaiki lah. Jadi saya ragu mo beli pulsa/paket data lagi, karna tidak ke isi tapi saldo paylater keambil. Rugi dong saya.",635.2630834465,1059.8726572359,negatif
"tgl. 1-12-2019 sy pesan pisang goreng,tengah jln driver batalin pesanan sy,tapi dana sy sdh di debet,sampai sekarang tdk dikembalikan,sy sdh kirim gmail tapi ngak selesaika.sy sangat kecewa terhadap go-jek yg tdk bertanggung jawab!",679.0424476282,652.588878955,negatif
"Untuk layanan bandara nggak jelas, disuruh ngasih kode ke driver, tp drivernya dimana? Kok tidak ada di area penjemputan Go-car. Petugas juga nggak ada. Nomor kontak driver juga nggak ada yg bisa dihubungi.....aneh",215.3593524397,144.2131659294,negatif
"Kesal jg pakek aplikasinya Pas mau pesan makanan, trus tiba"" gk jd, gk bisa lg di keluarkan yg kita siapkan pesanan di food. Ak pesan di resto lain, tp gk bisa lg. Krn wjib kita pesan baru bisa keluar. Kl, sempt ku pesan sma driver tiba"" ku chennsel, jd bisa"" kesal drivernya. Mohon di perbaikin food...Ulasan LengkapKesal jg pakek aplikasinya Pas mau pesan makanan, trus tiba"" gk jd, gk bisa lg di keluarkan yg kita siapkan pesanan di food. Ak pesan di resto lain, tp gk bisa lg. Krn wjib kita pesan baru bisa keluar. Kl, sempt ku pesan sma driver tiba"" ku chennsel, jd bisa"" kesal drivernya. Mohon di perbaikin food yg ad di apliksi gojeklah, supaya tidak kesal drever yg lain.",7698.6926153046,8705.1401211389,negatif
"Applikasi yg tidak secure. Ketika hp hilang dicuri, dan app gopay menggunakan pin, tetap masih dibisa di buka. Apanya gunanya pin gopay jika org lain bisa login ke akun nomor gopay? OTP dan PIN saja tidak bisa menjamin orang lain gak akan login !!!",796.8321953226,1015.7627523286,negatif
Isi saldo direkening terpotong.tapi belum masuk juga ke dalam gopay.padahal lagi perlu sekali itu akses untuk memudahkan transport kemana-mana. Maunya aplikasi ini kenapa ya? Kadang kurang bersahabat!! Slow respon!!!,627.7127977326,547.6868747293,negatif
"Akun saya kenapa tidak bisa pesan apapun, permintaan di tolak terus, daftar harga ga muncul dan alamat sendiri tidak di temukan, tidak memuat harga, tapi giliran di isi gopay, gopay nya masuk, tapi gabisa di gunaky buat transaksi",436.6024382341,564.986051273,negatif
"parah gojek sudah upgrade gopay tapi dompet masih terkunci dan tidak bisa digunakan ,sudah kirim email ke gojek katanya akun sudah tidak bisa di gunakan silahkan buat akun lain , dompet terkunci gabisa di balikin , sudah upgrade gopay ke premium ,tapi gabisa di gunakan! pas sudah buat akun lain saya...Ulasan Lengkapparah gojek sudah upgrade gopay tapi dompet masih terkunci dan tidak bisa digunakan ,sudah kirim email ke gojek katanya akun sudah tidak bisa di gunakan silahkan buat akun lain , dompet terkunci gabisa di balikin , sudah upgrade gopay ke premium ,tapi gabisa di gunakan! pas sudah buat akun lain saya mau upgrade gopay ditolak karena data sudah terdaftar di akun lain ,ini gimana terusan? tolong lebih diperbaiki lagi gojek masa saya upgrade gopay pakai data orang lain ? kan penyalahgunaan,",4581.801182509,7773.7923458389,negatif
"Kemarin sy makan di MD Donald,iklannya bayar pakai gopay tanpa minimal transaksi dapat cashback 50 persen, cashback masuk 2x24 jam,dan nyatanya sudah 4 hari ngk masuk masuk cashback.kecewa banget sih.iklannya ngk benar.",1030.1559273243,766.733305681,negatif
"saya kecewa sama fitur paylater gojek,,kenapa di deskripsi awa tidak ada informasi mengenai denda keterlambaran,saya sih gk knapa di denda,,tapi ini notif untuk pembayarn secwpatnya gk ada,trus tiba2 aja di tlp dari gojek blng suruh bayar dendanya hari ini trakhir,,",863.1446895444,1172.3541571325,negatif
"Jelek banget, waktu mau masuk kembali ngga bisa, giliran mau daftar no udah terdaftar tapi pas masuk lagi ngga bisa padahal no nya masih aktif..uninstall dehh mendingan pake GRAB diskonnya banyak lagi",793.2099456083,818.3149444809,negatif
Aku sih suka aplikasi gojek ini ..tapi kenapa aplikasinya itu tdk sinkron dgn aplikasi driver . Kalau aplikasi gojek cust di update driver jg d update supaya chat ke driver itu gampang dan tidak bertuliskan chat tdk bisa.gara2 itu pesanan saya jadi kacau semua..mohon diperbaiki.trima kasih,788.8025864147,985.9339240862,negatif
"Gojek hanya memikirkan income di bandingkan dgn pelayanan yg kurang memuaskan, gps tdk akurat dlm menentukan titik lokasi dan pemilihan rute terbaik dan tercepat. Gila perjalanan gw yg harusnya 2 km malah smpe 2x lipat dgn pemilihan rute perjalanan yg sampai memutar jauh, imbasnya tarifnya jadi kema...Ulasan LengkapGojek hanya memikirkan income di bandingkan dgn pelayanan yg kurang memuaskan, gps tdk akurat dlm menentukan titik lokasi dan pemilihan rute terbaik dan tercepat. Gila perjalanan gw yg harusnya 2 km malah smpe 2x lipat dgn pemilihan rute perjalanan yg sampai memutar jauh, imbasnya tarifnya jadi kemahalan. Kalau mau meras konsumen bukan kayak gini caranya. Anjing🖕🖕🖕",4383.7009585383,5308.0659141492,negatif
"Kenapa gofood saya tidak bisa di pakai ya, udh di instal uninstal aplikasi udh berkali² tapi permintaan selalu di tolak. Kenapa ya mas?? Tolong di perbarui",104.7104107603,121.6904463623,negatif
"Saya sudah kecewa dengan gojek, akun saya di bekukan bagaimana saya mau bayar tagihan paylater? Sedangkan akun saya di bekukan sebelum jatuh tempo.. ini nama nya pemerasan supaya denda nya banyak.. saya akan laporkan. Namanya ini pemerasan",365.6863600462,1146.2568408418,negatif
"Kecewa dengan GO-PAY, saya dah isi saldo dah masuk di riwayat tapi gk bertambah di saldonya, mohon di perbaiki lagi aplikasi nya saran saya, soalnya itu sangat merugikan pelanggan GO-PAY",629.9021575917,711.5103363806,negatif
"Pelayanan buruk, semua medsos tidak ada yg merespon. Email baru balas setelah 7 hari. Tidak mendapatkan cashback 100 persen. Padahal semua masuk s dan k nya. Kecewa",623.934111504,399.6192310746,negatif
"Pengen nanya, kenapa saldo gopay saya sering kepotong sendiri 5000, dan ini sering berulang ulang kali, sdgkan saya tdk melakukan transaksi apapun,klo biaya admin kan wkt ngisi gopay lewat mobilr banking udah kena potongan, nah ini knp pihak gojek motong saldo orang sesuka hati ?!! Mohon di jlskan",1328.3201546678,1354.6738651445,negatif
"Mungkin ini jual aplikasi saja, saya berapa x order gak ada yang layanin. Berapa x dounlod juga. Malas saya buang buang kuota. Mending hapus aplikasi ini. Selamat jalan gojek nyesel saya dounlod buang buang kuota",707.0848044757,1033.2870014429,negatif
"Untuk gofoodnya saya kurang nyaman. Apa lagi udah dapat driver, saya tunggu lama, eeee kok malah ga diterima pesanan saya sama drivernya. Bagusin lagi donk ni fitur go foodnya",531.7098706674,576.2769574318,negatif
"Bintang satu itu bukan karna gojek jelek ya, tapi karna akunku yg udah lama terpakai, tiba"" restart sendiri dan gak bisa di buka lgi padahal email password sdh benar semua, kecewa karna itu adalah mainweb ku yg selalu ku pake, bintangnya akan dtambah klo sdh di benerin. Sekarang hati lgi kecewa emos...Ulasan LengkapBintang satu itu bukan karna gojek jelek ya, tapi karna akunku yg udah lama terpakai, tiba"" restart sendiri dan gak bisa di buka lgi padahal email password sdh benar semua, kecewa karna itu adalah mainweb ku yg selalu ku pake, bintangnya akan dtambah klo sdh di benerin. Sekarang hati lgi kecewa emosi tak bisa memaafkan duluu huuufffffhhhh 😤😤😤",6753.2640416174,8717.5331210419,negatif
"Akun saya di bekukan dgn alasan saya terlalu sering membatalkan pesanan. Padahal driver gojek sendiri yg meminta di batalkan krn tdk mau antri lama di tempat penjual makanan, Check dl driver anda sebelum membekukan akun pelanggan.",641.5723453044,1112.0715086608,negatif
"Penagihan paylater di gojek sangat tidak ramah dan tidak ada sopan santunya jadi males pakai paylater yg sebelumnya juga tdk tahu tiba"" ada tu saldo paylater 30 ribu ya saya kira itu karena metode pembayaran baru jadi ngasih cuma-cuma, tiba-tiba 2 minggu kemuadian ada tagihan dan bunga per harinya 2...Ulasan LengkapPenagihan paylater di gojek sangat tidak ramah dan tidak ada sopan santunya jadi males pakai paylater yg sebelumnya juga tdk tahu tiba"" ada tu saldo paylater 30 ribu ya saya kira itu karena metode pembayaran baru jadi ngasih cuma-cuma, tiba-tiba 2 minggu kemuadian ada tagihan dan bunga per harinya 2000 jadi males bayar bunganya tpi saya tetap niat bayar yg 30 rebu makanya saya email tpi responya lama. Tiba tiba ada nagih uda 5 bln dan gada atitudenya tu cewek yg nagih, uda dibayar ya bye😤",12763.6812873842,13334.1614632224,negatif
Gojek sekarang mahal Tolong para developer memperhatikan dari segmen Ojek Online. Saya merasa dirugikan karena pemilihan rute yang terlalu lama dan Panjang sehingga mempengaruhi ongkos. Padahal ada rute yang jauh lebih baik dan cepat. Ditambah lagi dengan tidak adanya promo Goride seperti dulu. Seka...Ulasan LengkapGojek sekarang mahal Tolong para developer memperhatikan dari segmen Ojek Online. Saya merasa dirugikan karena pemilihan rute yang terlalu lama dan Panjang sehingga mempengaruhi ongkos. Padahal ada rute yang jauh lebih baik dan cepat. Ditambah lagi dengan tidak adanya promo Goride seperti dulu. Sekaranag Gojek hanya bisa mengandalkan pemesanan makanan. Anda mempunyai banyak customer. Tapi apakah mereka puas dengan pelayanan? Saya turut kecewa akan hal ini. Mohon diperbaiki kembali.,6387.5211503176,8320.4907500479,negatif
"Dear gojek, seriusan. Sekarang kenapa lah pesen goofod harus tunggu konfirmasi dulu dari resto nya. Kan lama. Mending selalu online. Dan satu lagi, tolong dihapus fitur otomatis di driver, sering para driver tidak sadar jika ada orderam masuk. Saya tahu fungsi tersebut membantu driver. Tapi jika ser...Ulasan LengkapDear gojek, seriusan. Sekarang kenapa lah pesen goofod harus tunggu konfirmasi dulu dari resto nya. Kan lama. Mending selalu online. Dan satu lagi, tolong dihapus fitur otomatis di driver, sering para driver tidak sadar jika ada orderam masuk. Saya tahu fungsi tersebut membantu driver. Tapi jika seringnya membuat costumer menunggu lama tdk ada respond lebih dihilangkan. Saya berlangganan gojek dari awal apk ini launching. Dan baru sekarang merasa tdk puas dgn pelayanan gojeknya.",8214.9017063712,8718.1048734045,negatif
"Mau login pake akun yg sudah terdaftar+nomor juga sudah benar tapi nggak bisabisa!!!!!!!!!sampe sudah saya uninstall+install ulang tetap g bisa login.keterangannya hanya ""ups ada yang salah"".MATAMU !EMOSIIII",352.0372767514,402.2165447755,negatif
"Sudah bertahun tahun pakai gojek baru kali ini saya kecewa, saya harus membayar tagihan paylatter yg tidak perna saya pesan sudah kirim Email tapi sudah 1minggu lebih tidak ada respon tetap saya harus membayar tagihanya.",520.9557007417,540.6545340198,negatif
Penyelesaian masalah sangat lambat . Masalah yang saya dapat sudah beberapa hari tetapi belum mendapat balasan apapun Saya rasa masalah ini tidak akan ditanggapi Penyelesaian yang tidak profesional dari pihak gojek (sangat kecewa) Pesanan F-67619140,750.1969256212,945.1703612439,negatif
"Say kurangin lagi deh bintang nya 1 aja,, makin kesini makin gx jelas harga go ride makin naik,,voucher gx ada lagi,,go food jadi mahal,,skrg malah gx ada voucher ditambah lagi yg menyebalkan udah ongkir mahal tambah lagi ada biaya pemesanan. Yg bener aja gofood makanan harga 10rb ongkir sama biaya ...Ulasan LengkapSay kurangin lagi deh bintang nya 1 aja,, makin kesini makin gx jelas harga go ride makin naik,,voucher gx ada lagi,,go food jadi mahal,,skrg malah gx ada voucher ditambah lagi yg menyebalkan udah ongkir mahal tambah lagi ada biaya pemesanan. Yg bener aja gofood makanan harga 10rb ongkir sama biaya pemesanan 13rb,,mahal lah ongkir daripada harga makanan. Makin lama makin males jadi mau pakai gojek lagi,, SAYA SEBAGAI PELANGGAN SETIA JADI KECEWA SAMA GOJEK!!",11159.7476733535,9702.1901901885,negatif
"Dear gojek, saya dalam keadaan sadar dan ingat betul bahwa tidak pernah menggunakan paylater selama ini, tetapi kenapa 2 hari ini dapat tlp dari cc gojek dan mengatakan saya ada tagihan paylater, gimana ceritanya ini, tolong di tindak lanjuti, karena ini sangat merugikan dan mengganggu saya sebagai ...Ulasan LengkapDear gojek, saya dalam keadaan sadar dan ingat betul bahwa tidak pernah menggunakan paylater selama ini, tetapi kenapa 2 hari ini dapat tlp dari cc gojek dan mengatakan saya ada tagihan paylater, gimana ceritanya ini, tolong di tindak lanjuti, karena ini sangat merugikan dan mengganggu saya sebagai pengguna applikasi ini. Terimakasih",3933.3138972007,7176.4419374915,negatif
Kenapa...tidak bisa komplain atau memberi nilai ke resto atau penyedia makanan...karena ada resto...yg semakin hari semakin amburadul dalam penyajian...dimana pesanan tdk sesuai dgn aplikasi...dan mengurangi bahan bahan makanan...kalau mau untung banyak jgn jualan yg curang ....,1314.0098297143,1247.7741549497,negatif
"Susah dapat driver gocar, goride dan gofood. Ada tambahan biaya pemesanan. Padahal pesan kita sendiri lewat app gojek, pakai kuota sendiri, gojeknya tdk nunjukin aja format order ke tmpt yg dipesan tp ada biayanya! Lelet! Org pesan tp gojeknya malah ada orderan lain yg blm clear gimana sih!!!!!",693.2428152715,524.7686743547,negatif
"Di Gorontalo terlalu bnyak pengemudi yang sering membatalkan sendiri tanpa sebab, padahal sudah menunggu lama, ujung""nya di batalkan. Tolong pengelola gojek pengemudi yg kayak gitu langsung di hapus aja akunnya.",368.8838492296,476.9145795886,negatif
"akun gojek saya terverifikasi dg email akun org lain,ntah siapa org nya dan gak bisa diganti dg akun email saya, gimana sih aplikasi nya!!! padahal no nya pake nomor saya",327.8003041951,343.7789066586,negatif
"Please, penyediaan lokasi jangan paksa mode hemat atau mode akurat. Klw user pilih Mode Device Only (GPS) boleh dong, toh tetap dapat lokasi, bahkan bisa sampai tingkat akurasi 3m. Mode GPS Only memang umumnya lebih lambat dapet lokasi namun begitu dapat lokasi tingkat akurasinya tinggi. Saya penggu...Ulasan LengkapPlease, penyediaan lokasi jangan paksa mode hemat atau mode akurat. Klw user pilih Mode Device Only (GPS) boleh dong, toh tetap dapat lokasi, bahkan bisa sampai tingkat akurasi 3m. Mode GPS Only memang umumnya lebih lambat dapet lokasi namun begitu dapat lokasi tingkat akurasinya tinggi. Saya pengguna ponsel yg memilih node lokasi ""Device Only"" dan konsekuensinya sama sekali tidak bisa pesan go-food.",10672.6968261269,6799.7930888159,negatif
Gila aja tiap top up gopay. Gk prnh masuk. Meski trs2an tlp cs. Hadeuhhhh. Meski tunggu 2×24 jam. Gila aja... Sangat sangat buruukk. Mles pke gojek jadinya sorry coy!!!,275.9327709234,357.4282138572,negatif
"Driver marah marah dikasih bintang 1 nuduh nuduh gausa pake ojol kalo bikin orang susah, ya mana saya tau toh dipesenin temen. Jangan mentang mentang driver langsung wa ke saya, saya yg ngibul. Udah tau tadi diganti dulu nomer di gojeknya biar ntr telepon driver. Heran marah marah soal rejeki. Ya ka...Ulasan LengkapDriver marah marah dikasih bintang 1 nuduh nuduh gausa pake ojol kalo bikin orang susah, ya mana saya tau toh dipesenin temen. Jangan mentang mentang driver langsung wa ke saya, saya yg ngibul. Udah tau tadi diganti dulu nomer di gojeknya biar ntr telepon driver. Heran marah marah soal rejeki. Ya kalo sepi jangan salahin penumpang! Udah dikasih bintang full malah nuduh dikasih bintang satu. Padahal baru mau pindah ke gojek. Apk tetangga lebih sopan.",11181.6529117385,14327.1340800795,negatif
"Gofood pakai kode promo, pesan karena dapat potongan, tp setelah driver datang mengantarkan maaf kurang ko kurang ternyata eh ternyata harga nya kembali sebelum dapat promo, sial lama2 gw uninstall nih app makin hari makin menipu",861.2923940163,1364.3718134112,negatif
"Ini saya kenapa setiap mau Login udah nulis nomer telfon, pas mau login, ada notice : Ups ada yang salah Coba ini responnya, saya mau pesan makan gofood jadi ga bisa",420.5994340202,456.4171985991,negatif
"Mohon untuk yg punya aplikasi pikirkan ,tempat"" mangkal yg sesuai buat Abang"" ojolnya masa parkir seenak jidat mna banyak bikin macet , jgn mau untung nya aja lu ruginya masyarakat sama pemerintah yg nanggung",828.4533061365,1126.1525333564,negatif
"Error, tidak dapat menemukan lokasi sehingga tidak bisa pesan apapun. Percuma dapet banyak voucher tetapi tidak bisa digunakan. TOLONG DIPERBAIKI SECEPATNYA.",121.8567916879,121.8567916879,negatif
"Gojek tollol... Gw pengguna aktif main bekuin aja. Suruh ganti hp. Lo kira ganti hp sama kaya ganti kartu perdana. Ayo rame rame uninstall go jek, pindah ke grab. Biar go jek mikir kalu di tinggal customer. Bangkrut lo sekalian. Sial!!!!!",1392.1692211749,1875.0996002329,negatif
"Aplikasi Gojek sekarang payah. Selain biaya go ride naik 3x lipat. Seringkali ngasih misi ga jelas. Udah buang2 uang untuk mengikuti misi tapi malah ga dapat promo. Seperti dlu, gojek sering memberikan potongan ongkir dan juga mmberi promo gratis go ride. Jadi maaf ya, saya hanya kasih 1 bintang unt...Ulasan LengkapAplikasi Gojek sekarang payah. Selain biaya go ride naik 3x lipat. Seringkali ngasih misi ga jelas. Udah buang2 uang untuk mengikuti misi tapi malah ga dapat promo. Seperti dlu, gojek sering memberikan potongan ongkir dan juga mmberi promo gratis go ride. Jadi maaf ya, saya hanya kasih 1 bintang untuk aplikasi nya.",5775.7890235572,4967.007035447,negatif
"Tolong ya, lebih seleksi lagi memilih driver. Pilih yang bisa membaca maps dan beretika. Saya hari ini sudah 2 kali di perlakukan tidak ramah oleh driver, dengan di bentak melalui telfon. Pertama driver tidak paham titik yg saya unjuk tapi ia malah memarahi saya dan mencancel sepihak, kedua saya men...Ulasan LengkapTolong ya, lebih seleksi lagi memilih driver. Pilih yang bisa membaca maps dan beretika. Saya hari ini sudah 2 kali di perlakukan tidak ramah oleh driver, dengan di bentak melalui telfon. Pertama driver tidak paham titik yg saya unjuk tapi ia malah memarahi saya dan mencancel sepihak, kedua saya menunggu 30 menit padahal alamat dan titik sudah saya jelaskan berulang2, dan driver yg sudah2 saja paham maksudnya. Tp ketika di cancel saya malah di kata2in. Tolong lebih seleksi lagi ya gojek!",8267.8796214049,11841.4844150669,negatif
"Aplikasi mau cepat kaya, pesan gofood udah biaya ongkir mahal tambah lagi biaya pemesanan, sebetulnya biaya pemesanan untuk apa sih? Bisa di jawab ga? Itu biaya pemesanan termasuk kategori apa? Kategori mau cepat kaya atau gimana?",1169.490213405,562.266993995,negatif
"Kenapa pas saya mau bayar paylater gak bisa, sampai sekarang jadi kena denda. Ini kan kesalahan bukan dari kita, kenapa kita yg didenda 😑. Emang cuma 2.000 aja tapi tetep aja gak asyik dahan",794.5109718526,925.4801032161,negatif
"Tolong pemesanan gofoodnya di perbaiki, total pemesanan sudah ditambahkan dengan biaya ongkir lalu di kasih diskon lalu ditambah biaya onkir lagi. Jadi dalam setiap pemesanan gofood 2 kali bayar ongkir, fatal banget mnrutku. Tolong di perbaiki.",872.3611818364,809.2874674923,negatif
"Ada voucher goride potongan maks.7k tapi ga bisa dipakai padahal udah klik pakai baik pembayan tunai,gopay,l dan gopaylater semuanya ga ada yg kepotong.... ampun ini knp gw kira minta update jd gw update. Ga taunya sama aja.. ini knp?",800.2567590477,861.1477987991,negatif
"Saya kasih satu ya. Upgrade gopay susah banget ! Sudah kirim KTP sampai 4.kali dan foto selfi KTP masih ditolak terus. Uang saya tertahan di gopay tidak bisa tarik. Alasannya macam2. iD tidak dipoto langsung dari kamera, padahal poto sudah langsung dari kamera, karena memang ga ada pilihan ambil pot...Ulasan LengkapSaya kasih satu ya. Upgrade gopay susah banget ! Sudah kirim KTP sampai 4.kali dan foto selfi KTP masih ditolak terus. Uang saya tertahan di gopay tidak bisa tarik. Alasannya macam2. iD tidak dipoto langsung dari kamera, padahal poto sudah langsung dari kamera, karena memang ga ada pilihan ambil poto dari galeri. Terakhir alasannya poto terlalu terang. Anehhhhhhh.... Tolong tingkatkan dulu servicenya.",7204.4481458859,5342.791314822,negatif
"Heran , ko skrg pesen goride jadi susah ya padahal ada keperluan penting tolong dong perbaiki jgn kaya gini jadi sulit ini gojek padahal saya tinggal di kota tapi ko ngga ada 1 pun yg nerima pesanan zzzz perbaiki lagi lah .",1269.3478464691,1391.3010782517,negatif
"Sayang skali untuk promo gofood nya kurang kalah sama aplikasi sebelah walaupun agak mahal tpi banyak promonya,,selain itu sistem keamanannya jg masih lemah perlu banyak yg harus di rubah Kecewa sama gojek akhirnya di uninstall dan beralih ke aplikasi sebelah",915.1982356166,1210.1445821003,negatif
"Voucher sering tidak berlaku. Padahal saat order makanan itu voucher bisa tp saat makanan datang kok vouchernya hilang tiba"", padahal diresto tidak ada perubahan harga makanan. Jadi harus bayar makanan penuh tanpa potongan voucher. Gojek emg gak bisa konsisten dlm hal promo, beda jauh sama grab yg b...Ulasan LengkapVoucher sering tidak berlaku. Padahal saat order makanan itu voucher bisa tp saat makanan datang kok vouchernya hilang tiba"", padahal diresto tidak ada perubahan harga makanan. Jadi harus bayar makanan penuh tanpa potongan voucher. Gojek emg gak bisa konsisten dlm hal promo, beda jauh sama grab yg blm pernah mengecewakan.",5644.3405391917,6820.5142528284,negatif
"Driver nya ga ramah, jangankan ramah, si drivernya enggak tau titiknya sibdrivernya juga yg marah2. Mana dateng2 bawa orang (bapak2 pakai jaket grab) kaya mau ngajakin berantem. Paraaahhhh niatnya mau kasih tips jd males, bukan cuma sama drivernya doang tapi aplikasi gojeknya juga. Masa ga bisa sele...Ulasan LengkapDriver nya ga ramah, jangankan ramah, si drivernya enggak tau titiknya sibdrivernya juga yg marah2. Mana dateng2 bawa orang (bapak2 pakai jaket grab) kaya mau ngajakin berantem. Paraaahhhh niatnya mau kasih tips jd males, bukan cuma sama drivernya doang tapi aplikasi gojeknya juga. Masa ga bisa seleksi buat yg mau jd driver ??",4164.1227941403,5140.5700695683,negatif
Mau upgrade gak bisa bisa. Tolong dong benerin!!!!! Sebel deh aneh balik mulu keluar mulu gak jelas... Berpuluh-puluh kali. Benerin donggg nanti saya ganti bintang 5,622.3857206099,566.8922334488,negatif
saldo gopay sering tidak masuk. di history mobile bangking sudah jelas ada. sudah berulang kali seperti ini. kinerja gojek makin buruk!!! dan sangat merugikan waktu dan konsumen! Makin parah.,343.3511792373,351.4833864787,negatif
"Go-jek tidak jelas.,masa saya diwajibkan bayar tagihan yg saya sendiri tidak pernah melakukan transaksi apapun di paylater..klh tagihan Rp.40.000..maaf saya merasa terganggu atas hal ini..mohon ditinjau kembali.",359.552917606,495.1089958231,negatif
"Sering kesel klo ada driver nya yg ga tau jalan sering nyolot dan ga berusaha nyari, kadang kita yg harus nelpon dia berulang kali, kadang driver nya suka main oper ke temen nya yg lain tanpa pemberitahuan. Ok gitu aja makasih",1165.3093121407,1217.6732664963,negatif
"Ada apa dengan gojek. Bagaimana bisa nomor hp terdaftar saya di akun gojek, ada di tangan penipu yg mengaku dari gojek? Penipu berniat mengambil alih dana saya di salah satu rekening bank milik saya dengan mencoba mengaktifkan rekening phonecell dari hp penipu. Segera gojek memikirkan hal ini untuk ...Ulasan LengkapAda apa dengan gojek. Bagaimana bisa nomor hp terdaftar saya di akun gojek, ada di tangan penipu yg mengaku dari gojek? Penipu berniat mengambil alih dana saya di salah satu rekening bank milik saya dengan mencoba mengaktifkan rekening phonecell dari hp penipu. Segera gojek memikirkan hal ini untuk kebaikan.",5403.5956474672,8932.4803858153,negatif
"Alamat tidak keluar dan tidak bisa di klik, entah kenapa..hanya muncul ""masukkan alamatnya disini"" dan tulisan berulang ""server kami padat merayap"" padahal di hp teman saya normal aja",318.8456953193,621.232098059,negatif
Hari tanggal 8 desember 2019 ada yg telp ke hp saya. Dan blg klo saya dapat hadiah undian dari PT. GOJEK senilai 2 juta. Saya tau klo ini penipuan. Cuman yg saya herankan kenapa kok orgnya bisa tau saya punya akun gojek. Apa data pribadi akun gojek saya ini gak terprivasi ya???,830.8347490531,1475.7577446314,negatif
"Kenapa akun saya dibekukann????????????? Gara2 cancel terus,saya cancel juga gara2 drivernya gabisaaa karena drivernyaa gaada uang buat beli makanan sampe 7x saya pesen gaada yg bisaa,teruss kenapa akun saya dibekukannnnnn?????",227.9233992448,341.2288437411,negatif
"Gojek tak lagi membantu tapi membuntu, memaksa orang untuk membeli makanan mahal untuk mendapat diskon. Diskon yang lama mana? Apa udah siap ratting turun? Gak takut kalah saing sama ojol sebelah? Udah merasa hebat? RIP Gojek yang hilang.",1231.2463236812,1740.6088069451,negatif
"Kok gojek sekarang jadi penipuan iya, dgn iming"" mau ngasih hadian tahun baru, bakal dapat 2000.000 jt tp saya harus isi salodo gopay eh ternyata, akun gojek yg saya punya di hak sama si penipu dan uang gopay yg saya isi 200.000 ribu hilang gtu aja, katanya uang 200.000 rb ini buat ngaktifin biar bi...Ulasan LengkapKok gojek sekarang jadi penipuan iya, dgn iming"" mau ngasih hadian tahun baru, bakal dapat 2000.000 jt tp saya harus isi salodo gopay eh ternyata, akun gojek yg saya punya di hak sama si penipu dan uang gopay yg saya isi 200.000 ribu hilang gtu aja, katanya uang 200.000 rb ini buat ngaktifin biar bisa uang nya di ambil ternyata malah kita dapat tagihan 2000.000 bukan nya dapat tp malah d suruh bayar enak bgt iya udh nipu minta bayar lagi, emang bangsat tuh penipu, mulai sekarang unistal GOJEK 😠",13638.9937612957,16237.4774583856,negatif
"Saya mengaktifkan gofood plus, tpi saat saya memesan gofood tidak terpotong diskon apa"" . Tolong pihak gojek perbaiki ini, karena uang saya sdh terpotong untuk mengaktifkan gofood plus tpi saya tidak mendapat diskon. Saya merasa dirugikan",380.4248171567,457.6274963767,negatif
