komentar,sentimen
bagus dan memperlancar segala keperluan dengan mudah dan cepat,positif
Bagus dan sangat baik.tuk harga dikasih promo donk..,positif
bagus dan setia menemani perjalanan selama -+ 4 tahun yang lalu tetap.maju PT. GOJEK INDONESIA Bikin negara sendiri lebih kaya lebih baik ngasih makan ke anak kita dari pada anak orang lain tetap perbaiki sistem buat driver dan custemer menjadi prima .,positif
Bagus dengan pelayanan mereka semua,positif
"Bagus driver nya cepat tanggap , rekomendasi bgt",positif
Bagus enak naik Gojek cepat dan murah segala nya jd mudah mau kemana-mana cepat keren Gojek. Keren,positif
"Bagus enak nyaman dipake, buat payment google play sangat praktis, aplikasi karya anak bangsa memang top",positif
"Bagus enak.tpi sya suka kesel malah sya yg nyamperin.mending klo deket mah.,",positif
Bagus good job lah buat pesen minuman makanan tanpa harus pake jalan2,positif
"Bagus jek uang lonjakan jatah driver di makan ,cs kalo order dapat driver nya jauh"" kasian pada nunggu lama .sistem prioritas ga guna banget !",positif
"Bagus kami sangat terbantu,,terima kasih Gojek",positif
Bagus layanan gojek. Drivernya sopan2 dan bagus layanannya.,positif
Bagus lebih mudah untuk pesan makanan tapi kalo pesan barang gimana,positif
Bagus lebih murah dari pada ojek online yang lain,positif
Bagus membatu saya pepergian dan beli makan klo saya males jalan tinggal pesen deh..,positif
"Bagus pelayanan go car nya, aq udh 2x pake di situasi urgent, tengah malam ttp ada.. Trmksh, tingkatkan terus pelayanan, trutama go jek dan go food nya..",positif
Bagus pelayanan nya pun cukup bagus aplikasinya tidak ribet,positif
"Bagus pelayanan nya,tingkatkan terus,sukses slalu",positif
Bagus pelayanannya ..aman di jln dan tida membahayakan di jlan,positif
bagus pelayanannya tolong dipertahankan dan klo bisa ditingkatkan untuk kepuasan konsumen setia gojek.,positif
Bagus pelayanannya tp saya lg ada masalah axses gojeg ga ketauan alamat yg di tuju,positif
"bagus sangat andalan, oiya sekedar protes aja nih, gojek kalau ngasih diskon ke pelanggan jangan terlalu gede dong, kasihan drivernya,penghasilannya udah kecil makin kecil karena diskon, enak sih cuman kasihan aja gitu sama mas ojolnya:) apalagi kalau yang punya istri dan anak terus cuman ngandelin ...Ulasan Lengkap",positif
Bagus sangat membantu kaum rebahan. Dan membuka lapamgan kerja yang merakyat,positif
Bagus sangat membantu.. Saya mintakeamanannya lebih diutamakan..,positif
Bagus saya bisa mesan apa saja,positif
Bagus sekali bisa buat belanja d supermarket pokoknya membantu driver untuk blnja keperluan sehari hari mantap dah,positif
Bagus sekali kalo ada yang nyobain pasti ga di apus apus,positif
Bagus sekali kalou yg baru download Dan langsung top up bakal ada chasback 50% mantul dah...........buraun download bisa top up game apa ajah dan selalu dapaet chasback kalo top up terus kalian top Up bakal berkurang dikitkan bisa mesen goofud sisanya mantul.....,positif
"Bagus sekali pelayanannya ,lebih di tingkatkan lagi",positif
"Bagus sekali pelayanannya kpd konsumen, terimakasih gojek🙏👍",positif
Bagus sekali yang gk donwload nyesel kamu ini untuk pergi2 yang komen yang jelek lah itu mukanya yang jelek,positif
Bagus si cuma kadang abangnya motornya beda sama yg di aplikasi jadi keder:(,positif
Bagus sih . Tp koq gopay gk mau ya pas verifikasi KTP. Tolong dong,positif
"Bagus sih, tp kenapa ya gabisa pesen di beda tmpt tapi drivernya satu.",positif
"Bagus sii cepet,,gojeknya juga ramah ramah,,tapi yang disayangkan,,kalo promo murah,,susah banget buat dapet in driver,,,tolong donk jangan pilih plih ,,,itu z ci masukannya .terimakasih",positif
Bagus sistem bergiliran untuk drever kalau bisa di pertahankan,positif
"Bagus soh apk nya,tapi tolong gimana cara cek nomor gopay",positif
"bagus suka jadi gausah repot, aku cuman kasih saran nyari driver nya jgn yg jauh jauh jadi nunggu nya lama",positif
"Bagus suka langganan pake paylater , tolong dong limitnya di naikin",positif
Bagus tapi kadang kadang tarif ongkir gak masuk akal tolong dikondisikan,positif
Bagus tapi kalo bisa di perluas agar bisa terjangkau ke mall kadang harus jalan kaki dulu agak jauh baru bisa naik,positif
Bagus tapi kok skrg saya bayar go pay ke temen saya gak masuk?! Mohon di perbaiki,positif
.ngasi vocer discon 12K eh ongkir nya 10K....setelah vocer di copot ongkirnya hanya 2K...dasar penipu pembodohan masyarakat...klok gk niat ngeluarkan vocer lebih baik random orang yang berhak mendapatkan nya.....jngan dicoun ongkirnya di naikan derastis,negatif
.ongkos udah 4500 tambah harga di naiki ma go jek food nya 20 persen,negatif
"""GoJek Sumbang Rp 44,2 Triliun Terhadap Perekonomian Indonesia"" , pda kenyataanya driver hnya di anggap sapi perah , di ambil untungnya & resiko ditanggung driver , dgn dalih driver hanya ""MITRA"" bukan pegawai Pt.gojek , so mo driver kena opik kek , mau di begal kek , mau kecelakaan bahkan taruhanny...Ulasan Lengkap",negatif
* sangat membantu KONTOL ...,negatif
#blokirGojek telah main pembungaan uang. Di isi saldo gak masuk masuk untuk bayar tagihan dan bunganya.,negatif
"#pasti ga ada jalan... Ribet sekarang aplikasinya,, bikin susah order... Dah gitu kasian driver2nya.. Harga kalian gak manusiawi... Gimana mau maju karya anak bangsa...",negatif
#UNINSTALLGOJEK 2020 TAHUN TERAKHIR GOJEK !!! aplikasi sudah penuh bug gopay sering ilang nomor telpon nyebar kemana mana sungguh sistem yang sangat tidak aman !!!,negatif
"1 bintang aja karena saya hanya bisa ngunain waktu di bukit tinggi,padang panjang,padang kok gojek ngak dibuat juga di kota solok.Admin gojek bikinlah gojek ada juga di kota solok,sumbar",negatif
"1 jam 1 orderan kasian driver yg kerja full time gimana saya mau bayar uang kuliah kalo 1 jam 1 orderann ,mana akun prioritas ngejar skema 30 itu ga mudahh pakk ,ujan ujanan saya tetep narik",negatif
1 jam 1 orderan mau makan apa driver bos Kasian yg fokus di gojek,negatif
"1. Bayar pake paylater sekarang ada subcribtion fee nya 25ribu. 2. Promo ""voucher kopi murah senilai 25rb bayar cuma 10rb"", tp ternyata di gopay tetap terpotong 25rb. Hadeuh,, mulai parah,, Saatnya berpisah, saya mau pindah ke aplikasi sebelah aja. Bye gojek.",negatif
1. Cara login cuma 1 nggak ada pilihan lain 2. GoJek kurang luas kalah sama Grab 3. Desain aplikasi kurang menarik,negatif
"1. Pelayananmu semakin mundur 2 mengutamakan fitur baru Tanpa memperhatikan kenyamanan costumer 3.dalam beberapa Hari saya Akan pindah ke aplikasi sebelah ! (driver kurang professional, sinyal tambah ngaco, Susan dapat driver Karena pengaturan sistem bintang, gopay hilang tiba tiba karena pajak yg t...Ulasan Lengkap",negatif
1. Seharusnya poin tdk perlu hangus! 2. Tuk pengisian saldo gopay kmrn sya cb tdk bs lewat m-banking 3. Lebih enak poin bs d tukarkn dgn pulsa or voucher gojek,negatif
"1. Tidak bisa hapus akun. 2. Masukan email tapi dengan nomor yang baru, tidak bisa. Sedangkan nomor yang lama nya hilang, bagaimana caranya?",negatif
"2016 gw suka banget pake Gojek. Setiap hari pake token gw sampe banyak tapi ilang gitu aja. Seenggaknya minim dikasih voucher sesuai dengan banyaknya token sama point gw yang ilang. Voucher dari 2016 masih enak dituker udh kesini ribet token ilang, point ilang. Kalo bisa gw apus akun gojek gw apus",negatif
"3x coba daftar gopay gagal, alasannya foto selfie di ktp blur, udh ganti hp juga msih ngeblur, pakai kamera belakang ya tetap ngeblur, ah payah ngeselin",negatif
"5X aku pesan goshop buat beliin adek saya susu seharga 650k, semua pada alasan ga bawa cukup uanglah, dll. Padahal nih yaa, sebelumnya aku pernah pesen goshop dia ga bawa cukup uang tapi dia mau usaha, dia ambil di ATM... Setelah 5X order itupun ga bisa semua akun ku di beku kan. HELLO, ini yg bener...Ulasan Lengkap",negatif
Abang gojeknya di depan mata.. tp malah dapet drivernya yg jauh.. padahal berharap order langsung dapet yg deket dr posisi saya.. gojek makin anehhhh,negatif
Abis d upgrade kok alamat pindah sendiri Gak sadar aq pesen makanan kok alamat rumah orang yg masuk Kecewa ama gojek baru kali ini d kecewain gojek Kasian abang ojolnya kan jadi bingung,negatif
"Abis update malah jd ga jelas app Go-Jek nya server padat melulu, jd ga bisa dipake!!!",negatif
"Ada apa denganmu GOJEK !!? Adakah yg salah dengan diriku ini ... Sampai hati kau campakkan aku .. Aku Lapar ingin pesan makanan, kau Cuek & mencari alasan !!?? Dengan alasan alamat tidak di temukan , OMG Hellow .. apa kabar dengan berpuluh pesanan kemarin dengan setianya kau datang ke rumah menganta...Ulasan Lengkap",negatif
"Ada driver di sekitar resto tapi dapat yg jauh,yg saya order inginnya cpt jadi lama...hilang selera makan saya menunggu terlalu lama makanan datang",negatif
Ada notif voucher gofood pas buka aplikasi kok ga ada 😶,negatif
"Ada pengalaman gk enak,,,aq pesan gojek untuk adek q,,brgkat dri sampali,,ke amplas,,, harus nya dia byar 26000,, eh malah mintak 52.000,, sudah ku scrensoot,,detail org nya,,,gak suka saya,,, tolong lah,,,jgn begitu,,buat pelanggan kecewa",negatif
Ada satu gojek.. kurang baik bw motor.. kurang enk di naik bw motor kecang2... bget lg.. trus untung gk nabrak org.. maaf kata pki cakap kotor.. maka ya kadang ksh bintang 1 j.. kadang sm kli gk ada ksh bintang...,negatif
"Ada solusi gak, Go ride udah stngh perjalanan. Di tengah jalan ban motor bocor. Padahal pembayaran pakai go pay. Ganti driver bayar dobel, posisi tengah malam. Respon secepatnya!!!",negatif
"Ada voucher goride potongan maks.7k tapi ga bisa dipakai padahal udah klik pakai baik pembayan tunai,gopay,l dan gopaylater semuanya ga ada yg kepotong.... ampun ini knp gw kira minta update jd gw update. Ga taunya sama aja.. ini knp?",negatif
"Adm paylaternya naiknya 100% dong. Bikin males make nya ketika limit di naikin. Balikin lagi seperti semula adm. Jangan banyak"" ngambil adm nya sama konsumen.",negatif
"Admin gojek yg terhormat:mohon bantuannya agar kami kembali memakai akun kami lagi,pertama aku daftar pakai facebook dan memakai nmr handpone,setelah pembaharuan aplikasi kami tidak bisa masuk lagi ke akun dgn menggunakan facebook dan nmr hp yg terpasang di akun aplikasi gojek kami hilang.kami memin...Ulasan Lengkap",negatif
"Admin yang terhormat..aku pernah daftar pakai nmr hp dan nmr hp yg dulu aku daftarkan hilang,aku juga udah kaitkan dengan akun facebook aku,tapi ternyata setelah aku mau menggunakan facebook ini muncul error meluluh.Kami harap pihak gojek membantu mengatasi masalah kami,karna kami udah lama mengguna...Ulasan Lengkap",negatif
"Admint tolong dong diperbaiki aplikasi gojek ini,kok kagak bisa mesan lagi,tolong dong tolong Jangan buat orang lain pada kecewa Tolong dong",negatif
"aduh gojek makin kacaw aja nih, beli paket data , gagal transaksi tp uang tetep ilang, ga balik lg , pak nadien nya lg ga fokus kali ya ga ke urus",negatif
Aduh saya kalau ujan gk ada yg mau ngambil.tolong y gojek nya di perbaiki. Kalau ujan saya gk bisa.kerja kalau gk ada yg jemput soalnya transportasi saya cuma gojekkk.kecewa banget saya,negatif
"aduhh ampun, saya nggak bisa order, sekali nya bisa driver nya jauh",negatif
"Ah cash back saya kaga pernah ada , Padahal saya ikut promo cashback 50% untuk pembayaran forecoffe tapi mana kaga ada sampe sekarang , jangan mengecewakan pelanggan dong",negatif
"ah gak jelas mau masuk pake Facebook error'mulu masuk pake nomer nomernya udah ilang, mau daftar ulang email udah kepake auto pake si kuning aja lah ribet si hijau ini harusnya sertakan masuk pake google juga jangan cuman nomer sama Facebook jadi gak ribet",negatif
"AH GOBLOG NIH APLIKASI GOJEK, GUA MAU PASANG PIN TERUS PAS BAGIAN KODE OTP NYA TERTERA NOMOR YG SALAH ANJING SAMA GOJEKNYA JADI GAK KE KIRIM KIRIM KODE OTP NYA. GOBLOG GOJEK MAKIN SUSAH AJA...",negatif
"Ah kelamaan mo order pake aplikasi ini kiloaannya ngaco... Masa dari plaza festival Rasuna said ke Pisangan baru 6, kiloaan si ...jelas aja gw order ngga diambil sama driver...kiloaannya ngacoooo....",negatif
"Ah makin parah ajak aplikasi karya anak bangsa , makin kacau , tu liat rating gojek driver ambyar 3.6 , cuek cuek aja hey ..",negatif
"Ajorrrrrr inilah karya anak bangsa yg banyak merugikan driver yg rajin dan menguntungkan driver malas ataupun sampingan,,, saya driver juga pengguna konsumen tolong benahi sistem ancor ini dgn sistem prioritas lg dan setiap kali saya ngebid dpt konsumen bnyk cerita bnyk dirugikan dgn sistem acak spr...Ulasan Lengkap",negatif
"Akhir 2018-pertengahan 2019 cashback & voucher masih 👍🏻 tapi makin ke sini makin dikit voucher & cashbacknya, mana limit cashbacknya cuma 100k. Belum lagi voucher cashback kadang error, dah sesuai prosedur tapi ga bs terpakai. Yg lebih parah CSnya dah lambat responnya kadang kasih jawaban yg ga ma...Ulasan Lengkap",negatif
Akhir akhir ini buruk sistem nya.. Ad driver yg dekat knpa dikasih yg jauh orderan nya.. Ga efisian banget buat customer.. Wktu tunggu jadi makin lama.. Nyari driver jg susah dapet nya.. Sistem nya benahi dong..,negatif
"Akhir akhir ini jadi mahal ongkos kirim nya, hampir 2x lipat",negatif
"Akhir-akhir ini ketika membuka gojek saat sudah memasuki tampilan map tiba2 aplikasi keluar sendiri, padahal sudah update, sudah uninstall dan install lagi tetap seperti itu.. Bagaimana penyelesaiannya? Saya sangat membutuhkan gojek untuk keseharian saya.",negatif
"Aku baru mau pake, Mau cek harga gocar aj gak sengaja ke pencet, ehh abg"" nya nyolot banget udh minta maaf berkali"" 😢tpi ngomong nya gk sopan, tolong dong ksi tau klw sma pelanggan tuh yg sopan"", apa lgi sm yg msi baru, ini mah klw mau pesen lgi jga jdi takut 😏",negatif
Aku kasih bintang 1 dulu karna aku dah isi. Gopay yg 50 ga ada bonus nya. Kta nya klu isi gopay ada bonus nya,negatif
Aku kasih bintang 1 padahal alamat aku panugalan padahal ada restoran ayam geprek di situ katanya hmm di mana lestoranya,negatif
Aku kemarin pake gojek pake aplikasi temenku. Dapat driver pemarah galak. Ngeri naik gojek.. Pdhal sebelumnya baik baik sekarang byk yg berwajah kurang ramah,negatif
"Aku ksh bintang 1 karena sumpah skrg gojek masih gak bersahabat,semua akses promo antar dihapus terus voucher pun minimum pembelian 50.000 dong yaampun untuk saya yg sangat membutuhkan voucer tersebut karena keterbatasan jadi ilvil sekali,ongkir skrg udah gede gedean bgt ,gilaak pokonya padahal gofo...Ulasan Lengkap",negatif
"Aku masih 16 ngajak update gopay pake ktp emang aing ges jag-jag, tujuan ku ini ingin to up game!!! Kasih metode buat anak kartu pelajar BICTH!",negatif
"Aku pengguna setia gojek, tapi akhir² ini tarif meningkat, voucher gak ada, Ongkos mahal, pindah ajah deh ke tetangga sebelah",negatif
Aku sekitar jam 00.30 dan 01.00 transaksi pembelian speed booster di aplikasi my IM3 dan memakai pembayaran gojek tapi transaksi gagal dan saldo kepotong sampe sekarang gak balik,negatif
Aku suka ama ni app tapi kenapa pas gw pengen genti nomor hp w yg ada di akun itu kenapa kode registrasinya lama dan saya coba buat minta kode lagi tapi ga dateng dan emosi lalu saya keluar dari app dan 2 menitan baru nyampe dan saya mau coba ulangin lagi dan harus nunggu 1 hari baru bisa diubah lag...Ulasan Lengkap,negatif
"Aku suka pake gojek.. tp pay laternya ituloh.. 10 kali sudah dicoba ada aja keterangan bahwa ID gabisa dipakailah, trus gak di foto langsung lah.. banyak dah. Gabisa bisa mulu",negatif
Aku tidak munafik maaf y... Promonya kurang menarik jujur saja saya mencari promo besar besaran seperti apk grobak sebelah.. kalo bisa sih di gratikan d semua layanan tambah mantulkan,negatif
"Akun di up date malah tiap masuk aplikasi minta masukkan no telpon dan kode dari sms, begitu buka sms, bagian yang minta diisi kode tadi menutup lagi, terus gimana cara ngisi kodenya, dodol? Karuan pake hapeh lama yg ga lolos update malah lancar jaya pesen gojek, go food. Nyusahin banget, gojek...go...Ulasan Lengkap",negatif
"Akun dibekuin cuma gara"" sering cancel, padahal saya nungguin hampir 1 jam nggak ada driver yang nerima orderan karena masalah banjir jalan ngk bisa dilewatin drivernya yang suruh cancel, sama dapetnya kejauhan posisi drivernya, cuma gara"" itu akun dibekuin 1 jam, gara"" sering cancel👎👎👎👎",negatif
"Akun dibekukan gak jelas pelanggaran nya apa,tapi isi gopay bisa berhasil yang akhirnya saldo gopay gak bisa ditarik..hati hati kalo isi gopay,suatu saat akun kalian di bekukan sepihak yg akhirnya uang kalian tidak bisa kembali .sudah melakukan pelaporan dan gak ada soluso apa apa dr gojek.",negatif
"Akun diblokir gak tau kenapa gak ada alasan yg masuk, email kagak dibalas2 Dan akhirnya saya pilih grab",negatif
Akun dinonaktifkan kqrena transaksi mencurigakan. Padahal cuma transfer aja. Hubungi csnya ngga ngasih kepastian. Cuma ngasih tau bahwa akundiblokir sudah tidak bisa digunakan. Minta di aktivasi ulang gak respon. Saldo percuma gabisa dipake . Ngirim email pengaduan 2 hari blm ada balasan. Coba nanya...Ulasan Lengkap,negatif
"Akun gak bisa diupgrade dgn alasan data KTP sdh digunakan di akun lain... Hrs-nya yg simpel aja... Registrasi no Hp aja dengan 1 KTP bisa utk beberapa no Hp. Udah gitu akun (no Hp & email) gak bs dihapus, hanya bisa di non-aktifkan saja. Kebijakan Perusahaan yg aneh...",negatif
"Akun gg bisa di pake, padahal sudah lama, mesen gojek lokasi tak ditemukan ?🤯🤯🤯🤯",negatif
Akun gk bisa dipakai...gak jelas !!!!telpon call center jawabanya gakda masalah.jangan blokir akun kami dong jangan jadi pengkhianat di negri sendiri hanya demi uang....cuma demi aplikasi tetangga penjajah!!!!,negatif
"Akun gojek gua dibekukan dengan alasan mencancel 3x dalam beberapa minggu. Setau gua customer itu bebas ya dalam memilih untuk perjalanannya apalagi untuk pengemudinya, kalo gua mitranya sih gapapa ya dia mau membekukan akun gua ini kan gua customer emang gajelas gojek lama"". Tapi gapapa sih dibekuk...Ulasan Lengkap",negatif
"Akun gojek saya di suspend oleh driver, awalnya saya pesan Gocar tapi mobil terlalu kecil dan saya minta maaf akan saya cancel tetapi driver marah2 dan saya dilaporkan hingga di Suspen hampir 1 tahun belum ada tanggapan dari gojek padahal saya sudah email. Mohon diperbaiki",negatif
"Akun Gojek saya kenapa selalu ada notif pesanan sudah sampai , tunggu driver , driver sedang mengantar pesanan , padahal saya ga pesan atau order , apa akun saya ada yg gunakan ? padahal ga ada yg tau pasword nya. Mohon dong GOJEK di perbaiki lagi sistem nya.",negatif
"Akun gojek saya sedang bermasalah, tapi daya coba di hp yg lain bisa, tolong diperbaiki, akun gojek ini tidak bisa memasukkan lokasi, dan ada tulisan bahwa permintaan di tolak, ini kenapa ya? Padahal gps saya sudah aktif, knp akun gojek sya blm di perbaiki?",negatif
"Akun gojek sialan tidak profesional , masalah tidak terselesaikan,",negatif
"Akun gojek tidak dapat digunakan, selalu keluar bacaan server padat merayap atau apalah, ini udah hampir 1 bulan begini, tolong di perbaiki dong, perusahaan sebesar ini IT dan UX designer nya kemana",negatif
Akun Gopay saya ngg bisa buat pembayaran apapun..kalo ngg server padat merayap pasti selalu coba lagi-coba lagi !!,negatif
"Akun gopay saya terkunci tiba"" dan tidak bisa di gunakan, sampai saat ini tidak ada penyelesaian nya sama skali. Saya sudah tlp ke CS gojek tp mereka bilang tidak tau knp akun gopay saya terkunci dan mereka pun tidak bisa memberi kepastian kapan bisa di selesaikan. Saya sudah menunggu dr tgl 24 janu...Ulasan Lengkap",negatif
Akun gw di pm tanpa sebab...udah gitu akun cs gw juga di sikat saldonya...udah mau bangkrut x y gojeknya... gw telp baru saldo gw di balikin...ni namanya aplikasi susahin driver dan cs,negatif
"Akun hilang, karna nomor telp yang berbeda, tidak bisa memakai email yang sama,",negatif
"Akun mudah di Bobol. Sehingga marak terjadinya penipuan. Beda sama Grab. Perbaiki lah , jangan cuma mau duitnya aja , utamain konsumen. Daripada bangkrut..",negatif
"Akun pemesanan saya tidak daoat di gunakan,imei hp saya terblokir..pt.gojek tidak pernah mengkonfirmasi seandainya ada laporan tentang akun pemesanan saya..seharusnya profesional di konfirmasi dulu kepada cs ,tidak memutuskan sepihak begini..",negatif
Akun saya bermasalah. Udah hubungi CS katanya 1x24 Jam di proses. Sampe sekarang 3x24 jam gk ada kabar. Email sudah benar. Ydh Uninstall masih banyak aplikasi Ojol yg responnya bagus,negatif
Akun saya di bekukan dari perangkat ponsel saya padahal yg salah adalah App tsb karena saya order makan g ada driver sama sekali. sungguh UNPROFESIONAL !,negatif
"Akun saya di blokir dengan alasan melakukan aktivitas tidak wajar setelah saya ngisi gopay dari driver. Hati hati yg masih menggunakan gopay, Gojek lagi membutuhkan dana besar untuk menutupi pengeluarannya dengan cara memblokir akun customer yg banyak saldonya.",negatif
Akun saya dibekukan karena terlalu sering membatalkan pesanan padahal itu karena yang menerima selalu menolak membelikan pesanan saya tetapi setelah saya batalkan dan saya pesan ulang dia lagi yang mengambil pesanan tersebut tolong dong kalo memang tidak memungkinkan mengambil jangan diambil jangan ...Ulasan Lengkap,negatif
"Akun saya kenapa tidak bisa pesan apapun, permintaan di tolak terus, daftar harga ga muncul dan alamat sendiri tidak di temukan, tidak memuat harga, tapi giliran di isi gopay, gopay nya masuk, tapi gabisa di gunaky buat transaksi",negatif
"akun saya kok gabisa masuk lagi, udah topup gopay beli voucher lagi, eh malah gabisa masuk rugi banget dah tolong lah di perbaiki",negatif
"Akun saya sepertinya telah hack oleh seseorang semua saldo go pau saya habis, semonga keaman dari pihak gojek lebih di tingkatkan lagi, terimakasih",negatif
"Akun saya ternyata sudah ada yg bahak, sekarang saya baru buka app gojek lg sudah langsung dapet peringatan. Gak aman ternyata Gojek, hati"" bagi yg suka Top Up jangan terlalu banyak Top Up seperlunya aja Untuk pihak Gojek tolong cek akun Gojek saya dan teliti lah dengan baik, dan tingkatkan lagi unt...Ulasan Lengkap",negatif
Akun saya tiba tiba di blokir sepihak tanpa ada pemberitahuan saya telpon pihak gojek katanya benar telah diblokir terus saya tanya apa alasannya di blokir mereka tidak bisa jawah katanya kami tidak tahu. Taik padahal saldo gopay saya masih ada. Sumpah nyesal pakai aplikasih ini,negatif
Akun Saya tiba2 terblokir tanpa ada kejelasan.. Padahal Saya tidak pernah melakukan pelanggaran sama sekali.. Telpon CS jawabannya (Minim Informasi) Terus menerus,negatif
"Akun saya tiba2 tidak bisa order sama sekali. Saya kirim email ke customer servis katanya akun saya dibekukan, saya tanya kenapa akun dibekukan tidak ada jawaban lagi. Saya tidak pernah macam2 hany dipake untuk pesan goride gofood. Saya sebagai pelanggan sangat kecewa. Mohon diperbaiki lagi sistemny...Ulasan Lengkap",negatif
"Akun saya tida bisa dpakai buat pesan gocar atau pun yg lain, Kata ny akun saya ada masalah? Ada apa ini?",negatif
Akun saya tidak bisa Di upgrade padahal Udh pake KTP dan sim,negatif
"Akun saya tidak bisa melakukan pesanan apapun,pindah nomor ttep sama",negatif
"Akun saya yang yang sebenarnya kenapa tidak bisa di masukkan ke gojek ""akun sudah dipakai""",negatif
"Akun sy di bekukan,krn sy sering mengcancel, alasan sy jelas sy kasih..kenapa operator ngasih driver yg jauh2..harusnya lebih pintar..ini koreksian aja.trimakasih",negatif
"Akun sy tdk bs di pakai, sdh sy hps aplikasi terus sy donlot ulang, msh jg gk bs, sy perbaharuhin terus gk bs jg, sdh sy laporin ke admin msh gk bs jg,oke skrang sy hapus gk bakal sy pakai lg",negatif
Akun terblokir sudah diemail customer servicenya tidak ada tanggapan. Mengecewakan...!,negatif
"Akun tidak bisa digunakan. Disuruh buat baru. Ngajuin penghapusan akun tidak disetujui.. bad cs. Jawaban keluhan berbelit-belit. Pelayanannya buruk. Pindah app sebelah aja, yg banyak promonya. No promo no pay.",negatif
"Akun udh kyk ""akun ke-suspend"" Secara berkala cek withdraw, hasilnya saldo tidak cukup (kirain hubungi customer service). Histori Go-Food semua. Posisi hari sabtu, jam 7 mlm. Lagi rame rame nya food. Nongkrong spot rame food udh, tempat sepi (jauh dari driver gacor) udh. Tetep gak bunyi. Ada yang sa...Ulasan Lengkap",negatif
"alamat say bisa berubah2, klo bikin apillikasi yang bener, kasian drivernya, malah bingung dia, apa2an km gojek, cepet perbaiki aplikasimu, biar customermu merasa nyaman sama aplikasimu!!!!kamu gak mikir drivernya ya?????;!!!",negatif
"Alamat yg lebih dari sekali harusnya bisa tersimpan, jangan harus cari2 lewat peta.... 😒 Kalo cariin driver juga harus sesuai alur lalulintas dekat sih dekat, tapi mutar cari u-turn nya kan jauuuh..",negatif
alangkah baiknya akun custamer pkai verifikasi ktp. agar lebih nyaman,negatif
Alpiksi maling duit..gopay w ad angka..pas w instal lagi..eh nominal nya dah ga ad..dasar maling loh..apk maling,negatif
Ancur aplikasi anak bangsa.. Orang2 kantor cuma mikirin diri sendiri untung sendiri. Driver dan cs makin kesulitan menggunakan aplikasi anak bangsa.. Bubar ajah laaah bubar..,negatif
"Anda itu bergerak diusaha jasa transportasi, sekarang kenapa banyak promo di layanan gotix dan goplay ?? Gada korelasi antara gotix dan goplay dgn jasa transportasi anda, perbanyak promo di goride atau gofood, klo bgini terus ga menutup kemungkinan pengguna gojek atau driver gojek beralih ke aplikas...Ulasan Lengkap",negatif
Andai tarifnya di turunin lagi kaya dlu pasti enak. orderan jga lebih rame. Suka pakai buat sekolah tapi sekarang mahal jadi jarang lagi.,negatif
Ane suka bgt ma gojek saat di pegang nadi rame orderan tp sekarang nadim pergi jd orderan anyep 1 jam 1 dah kyk anank tiri dia enak dah naik jabatan kuta yg sengsara ibarat lagu iwan flas yg berjudul bongkar cocok buat pak nadim gila jabatan,negatif
Aneh akun penumpang saya tiba2 di bekukan tidak bisa order . tanpa ada sebeb di bekukan . lu emang aneh jek .,negatif
Aneh aplikasi nya skrg.. Di titik sesuai rute maps alamat malah gamau dy.. Coba di perbaiki lgi dong min aplikasi nya yg kayak kemaren aja bisaaa gakkkk sihhh.. Nyebelinnn ihh,negatif
Aneh banget ini gojek biasa ny aman aman aja ni malah waktu aku pindh ke medan lokasi ny ga bisa terdeteksi aneh banget.udah tau orang lagi laper mau pesen gofood malah henk ini aplikasi muak x jadi ny tolong dong management ny gmna ini aplikasi gojek sya smlm di tlpon ke great jakarta ny eh katany ...Ulasan Lengkap,negatif
"Aneh bin ajaib , no luar negeri bs login di app yg katanya karya anak bangsa Kalo itu orderan bnr mgkin masuk akal , tp ini cm bwt opik aja",negatif
Aneh goapay dan play leter nya tiba tiba gak bisa di pake,negatif
"Aneh gojek ini...saya mendapatkan notifikasi bahwa saya sudah bisa menggunakan Gojek Paylater dan diminta untuk segera mengaktifkannya,tapi pada saat di klik menu Paylater-nya tetap saja disebutkan bahwa saya BELUM BISA menggunakannnya! Tidak seperti aplikasi sebelah yg lebih ""friendly"" yg juga meng...Ulasan Lengkap",negatif
"Aneh Hampir sebulan lebih ini mau pesen apa"" gabisa Permintaan ditolak lah server eror padat merayap gunanya masang aplikasi INI buat apaan kalo gabisa digunain lebih baik uninstal !!!",negatif
Aneh saya tidak bisa bikin pin dan mesan makanan di gofood.saya laporan dan hapus aplikasinya lalu saya download lagi tidak bisa masuk..aneh dengan aplikasi gojek sekarang terlalu banyak aturan dan ribet,negatif
"ANEH SEKALI DENGAN LAYANAN TRANSPORTASI YG SATU INI TIBA2 PERANGKAT SAYA DI BEKUKAN DENGAN ALASAN AKTIVASI TERLALU TINGGI YG MENCURIGAKAN, PADAHAL SETIAP PAGI BUAT ORDER ANAK SAYA BERANGKAT & PULANG SEKOLAH. BENAR2 ANEH BERTAHUN2 SAYA JADI PELANGGAN DI GOJEK.",negatif
"Aneh tiba2 gk bisa top up pulsa , semakin buruk aja aplikasi ini",negatif
Aneh udah dua hari kaga dapet driver gajelas banget ni.. perusahaan emang mending pada pindah ke grab dah gw saranin ke lo lo pada,negatif
"aneh, ada promo tertera dan sudah klik 'pakai', tetap saja ga bisa pakai promo. kalau ga ikhlas ngasih promonya jangan ditampilin dong. mending milih ojol satunya 😪",negatif
